STATE	DOMAIN	AGE	HOMEOWNR	NUMCHLD	INCOME	GENDER	WEALTH1	HIT	MBCRAFT	MBGARDEN	MBBOOKS	MBCOLECT	MAGFAML	MAGFEM	MAGMALE	PUBGARDN	PUBCULIN	PUBHLTH	PUBDOITY	PUBNEWFN	PUBPHOTO	PUBOPP	MAJOR	PEPSTRFL	NUMPRM12	NGIFTALL	TARGET_B
AL	C1	86.0	H	2.0	4	M	6	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	32.0	3.0	1
CO	C2		H		3	F	6	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	18.0	0
CA	S1		 			F		0.0															 	 	13.0	2.0	0
CA	U1	46.0	U		7	F		0.0															 	 	14.0	5.0	0
IA	R3	54.0	U		3	F	2	0.0															 	X	13.0	6.0	1
NE	R2	34.0	U		1	F	0	14.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	 	 	9.0	3.0	0
IL	R2		 			F		0.0															 	X	10.0	33.0	0
AL	T2	42.0	H		6	M		0.0															 	 	11.0	3.0	0
CA	U2	34.0	H		5	M		0.0															 	 	8.0	1.0	0
FL	S2	73.0	H		1	F	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	9.0	12.0	1
AZ	R3		H		2	M		0.0															 	 	10.0	1.0	0
FL	C2	64.0	U		1	M	2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	13.0	5.0	0
AR	T2	56.0	H		5	M	7	21.0	0.0	0.0	4.0	1.0	2.0	0.0	1.0	2.0	1.0	3.0	2.0	1.0	0.0	0.0	 	X	11.0	13.0	0
MO	T3		H		1	F	1	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	19.0	29.0	0
WA	T1	40.0	H	1.0	5	F	7	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	12.0	12.0	0
TX	U1	76.0	U		1	M	7	34.0	0.0	0.0	8.0	2.0	2.0	1.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	8.0	 	 	14.0	4.0	1
AZ	S1	89.0	H		7	F	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	4.0	0
FL	C2		U		4	F		0.0															 	X	21.0	6.0	0
TX	S2	41.0	H		4	F	6	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	 	 	13.0	10.0	0
IL	U3	72.0	H		3	F		0.0															 	X	12.0	9.0	1
CA	U3		H		1	U	3	8.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	7.0	19.0	0
MT	T2	82.0	U		2	M	8	18.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	12.0	1
OR	C2		 			M		0.0															 	X	13.0	8.0	1
CA	C2	83.0	H		4	M	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	14.0	12.0	1
NV	U2	30.0	 			F		0.0															 	X	13.0	7.0	0
CA	U1		 			M		0.0															 	X	12.0	16.0	0
IN	C1		U		3	F		0.0															 	X	12.0	7.0	0
MN	S1	82.0	 			 		0.0															 	X	10.0	13.0	0
MS	R2	84.0	U		5	M	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	12.0	12.0	1
GA	R1	47.0	H	1.0	5	F	6	0.0															 	 	13.0	6.0	0
WA	 		 			F		0.0															 	 	16.0	10.0	1
AL	C3		 			M		0.0															 	 	9.0	2.0	0
TX	S2	36.0	H	1.0	4	F	6	8.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	 	 	10.0	7.0	0
FL	 		 			F		0.0															 	X	13.0	20.0	0
FL	T2	44.0	H	1.0	5	F	5	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	 	 	8.0	1.0	0
FL	T2	47.0	H	1.0	4	M	7	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	5.0	0
CA	U3		 			M		0.0															 	 	10.0	1.0	0
FL	T2	75.0	 		1	M	4	6.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	19.0	14.0	0
NC	T2		 			M		0.0															 	 	11.0	2.0	0
IL	U2	83.0	H		3	M	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	2.0	0
GA	R2	54.0	H		7	F	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	11.0	11.0	0
TX	R2	49.0	 			F		0.0															 	 	10.0	2.0	0
AZ	C3		 			M		0.0															 	X	8.0	16.0	0
CA	T1	58.0	 			M		0.0															 	X	15.0	10.0	0
FL	T2	66.0	H		6	F	6	15.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	 	 	15.0	9.0	0
MN	T2	85.0	U		3	F	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	5.0	1
TN	R1		H		2	F	8	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	 	13.0	3.0	0
CA	S1	83.0	H		6	F		0.0															 	 	7.0	7.0	1
AZ	C2		H		2	F	3	15.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	 	 	11.0	1.0	0
NC	S1	56.0	H		5	F	8	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	0
TX	R2	69.0	H		2	U		0.0															 	X	13.0	12.0	0
MI	S1	54.0	H	1.0	5	F		0.0															 	 	14.0	2.0	0
IL	S2	88.0	H		5	F		0.0															 	X	13.0	25.0	0
MN	S2	74.0	 			J		0.0															 	X	7.0	20.0	1
FL	T2	50.0	H		6	M	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	7.0	14.0	0
AZ	T2	34.0	H	4.0	4	F		0.0															 	 	12.0	5.0	1
WI	C2	62.0	U		1	F	6	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	9.0	8.0	1
TX	U1	75.0	H		6	F	9	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	 	X	13.0	10.0	1
WA	U1		 			M		0.0															 	X	14.0	6.0	0
CA	U2	69.0	H		7	M	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	10.0	12.0	0
MN	R3	66.0	H		4	M		0.0															 	 	8.0	9.0	0
TN	C3	75.0	H		3	M	4	8.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	 	X	15.0	11.0	0
MI	R1		H		2	M	5	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	 	X	10.0	25.0	0
LA	S3		 			F		0.0															 	 	14.0	5.0	0
CA	S2	43.0	H		5	M		0.0															 	 	12.0	5.0	0
TX	R2	38.0	 			F		0.0															 	 	10.0	4.0	1
IL	S1	63.0	H		7	M	7	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	11.0	9.0	0
AZ	T2	34.0	H		6	M	2	8.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	20.0	0
IN	R2	82.0	U		2	M	6	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	9.0	0
CO	S3		 			F		0.0															 	X	4.0	7.0	1
CA	U3	66.0	H		2	M	1	35.0	0.0	0.0	8.0	0.0	2.0	2.0	0.0	2.0	0.0	6.0	3.0	2.0	0.0	0.0	 	 	9.0	1.0	1
FL	C1		 			F		0.0															 	X	11.0	15.0	0
CA	U2	73.0	H		3	M		0.0															 	X	12.0	11.0	0
AZ	R2	66.0	H		3	F	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	15.0	8.0	0
WI	S2	85.0	U		1	J	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	1
OR	R2	76.0	U		5	M	1	0.0															 	X	12.0	12.0	1
CA	C2	74.0	 			F		0.0															 	X	14.0	9.0	0
MI	T2		 			F		0.0															 	 	12.0	9.0	1
MO	T2	45.0	U		3	M	6	19.0	1.0	1.0	4.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	 	 	14.0	10.0	0
FL	S2	66.0	 			M		0.0															 	 	13.0	2.0	0
FL	U2	71.0	H		6	F	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	10.0	20.0	1
AP	U4	29.0	U		2	M	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	2.0	0
AR	R3		 			F		0.0															 	 	14.0	8.0	0
NE	U4		H		2	F		0.0															 	 	12.0	1.0	0
IL	U1		U		6	U		0.0															 	 	11.0	4.0	0
SC	R2	54.0	H		3	F		0.0															 	 	10.0	2.0	1
MI	C3	82.0	 		1	F	3	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	19.0	14.0	0
KS	T2	81.0	H		7	M	7	9.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	 	X	12.0	8.0	0
OR	C2		U		3	M	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	7.0	1.0	0
WA	S2		 			F		0.0															 	 	13.0	1.0	0
MO	R2		 			F		0.0															 	X	13.0	19.0	0
NC	R3		U		3	F		0.0															 	 	12.0	3.0	0
IL	C2	41.0	U		5	F	7	14.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	10.0	15.0	0
NM	T2	50.0	H		6	F	5	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	14.0	16.0	0
IN	R2		H		5	F	5	0.0															 	X	13.0	11.0	0
GA	T1		U		5	M		0.0															 	 	10.0	1.0	0
MO	R2		H		1	F		0.0															 	 	12.0	3.0	0
IN	T2	76.0	U		1	F		0.0															 	 	13.0	9.0	0
IL	S2		 			F		0.0															 	 	10.0	6.0	0
WI	S2	53.0	U		7	F		0.0															 	X	15.0	10.0	0
FL	C1	78.0	H		4	M	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	5.0	0
KY	T2	63.0	H	2.0	4	M	4	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	8.0	20.0	0
AZ	C3	76.0	 			M		0.0															 	X	19.0	21.0	0
MI	T2	62.0	H		2	F	3	11.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	7.0	0
IA	R2	38.0	H		1	M	7	11.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	 	 	4.0	1.0	0
NC	R2	88.0	U		1	F	3	0.0															 	X	12.0	27.0	0
CA	U4		 			M		0.0															 	X	14.0	3.0	0
AZ	C2	85.0	H		3	M	4	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	13.0	25.0	0
IL	T1	42.0	H	1.0	7	F		0.0															 	X	12.0	10.0	0
TX	S2	48.0	H		4	F	8	18.0	2.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	 	 	13.0	10.0	0
CA	S2	77.0	H		4	M	8	18.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	 	X	8.0	13.0	0
FL	T1	44.0	H	1.0	7	F	9	0.0															 	 	13.0	4.0	0
MS	T1		 			F		0.0															 	 	12.0	1.0	0
MI	C1		 			M		0.0															 	 	11.0	1.0	0
OR	C3	59.0	U		2	F	2	18.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	1.0	6.0	0.0	2.0	0.0	0.0	 	 	14.0	8.0	0
FL	T2	66.0	H		4	M	4	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	2.0	0
CA	T2	66.0	U		1	F	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	8.0	16.0	0
FL	C2	71.0	H		4	M	3	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	37.0	26.0	1
MS	R2	66.0	 			F		0.0															 	X	14.0	8.0	0
MI	U2	62.0	U		2	M		0.0															 	X	14.0	12.0	0
CA	C2	63.0	H		3	F		0.0															 	 	20.0	16.0	1
TX	C2	59.0	H		4	M	4	8.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	6.0	0
CO	R1	51.0	 			F		0.0															 	X	13.0	8.0	0
CO	S2	76.0	H		4	M	8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	13.0	9.0	0
NC	R2	50.0	U		4	F		0.0															 	 	10.0	3.0	0
KY	T3	36.0	H	2.0	3	F	3	0.0															 	X	14.0	7.0	0
MN	S2	74.0	U	1.0	1	M		0.0															 	X	20.0	9.0	0
GA	S1	73.0	H		4	U	9	7.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	 	X	15.0	21.0	0
CA	S1	69.0	H		5	M	2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	6.0	0
LA	T2		 			F		0.0															 	 	12.0	2.0	0
FL	U4	38.0	 			M		0.0															 	 	13.0	5.0	0
MI	T2		 			F		0.0															 	 	10.0	1.0	0
CA	T2	67.0	U		2	F		0.0															 	 	12.0	2.0	1
KS	T3	81.0	H		2	F	2	31.0	1.0	0.0	7.0	0.0	0.0	2.0	0.0	2.0	1.0	7.0	2.0	2.0	0.0	0.0	 	 	10.0	7.0	0
CA	S1	69.0	H		6	F	7	15.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	2.0	1.0	0.0	0.0	 	 	11.0	4.0	0
IA	R2	83.0	H		3	M	6	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	4.0	1
FL	U3	46.0	H		5	F	5	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	2.0	0
TX	C3	39.0	 			F		0.0															 	X	12.0	8.0	0
OK	R2		 			M		0.0															 	 	10.0	5.0	0
AR	T2	80.0	H		1	F	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	 	 	13.0	7.0	0
TN	T2	68.0	H		5	F	4	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	 	 	15.0	5.0	0
CO	U1		 			F		0.0															 	X	5.0	19.0	1
OR	R3	74.0	 			F		0.0															 	 	11.0	8.0	0
CA	T1	76.0	H		4	M	8	6.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	11.0	22.0	1
MN	R2	74.0	H		3	F		0.0															 	X	29.0	31.0	1
CA	S3	77.0	 			M		0.0															 	 	10.0	6.0	0
OK	R3		 			M		0.0															 	 	15.0	8.0	0
AL	S1	55.0	H	1.0	7	M	9	8.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	 	 	13.0	9.0	0
FL	S2		H	2.0	5	M	6	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	14.0	7.0	0
TN	T3	66.0	H		2	F	3	6.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	2.0	0
FL	R2	44.0	H		2	M	3	12.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	13.0	12.0	0
KY	R3	39.0	H		6	F	1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	20.0	0
IL	T2	80.0	U		2	F		0.0															 	X	30.0	15.0	0
TX	T1	84.0	H		5	F		0.0															 	X	10.0	14.0	0
IL	R2	46.0	U		1	M		0.0															 	 	9.0	6.0	0
HI	S1	46.0	H		7	F		0.0															 	 	14.0	4.0	1
CA	C3		 			M		0.0															 	 	13.0	7.0	0
CA	C1	72.0	H		2	F		0.0															 	 	10.0	1.0	0
IL	S1	72.0	H		4	F		0.0															 	 	16.0	8.0	0
CA	R1		H		5	F		0.0															 	 	14.0	5.0	1
MD	C2	52.0	H		2	F		0.0															 	 	13.0	11.0	0
CA	R2	78.0	H		5	M	2	17.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	7.0	 	X	12.0	12.0	0
CA	C2	30.0	H		4	F		0.0															 	 	8.0	1.0	1
IL	U2	76.0	H		4	F	9	0.0															 	X	15.0	26.0	0
FL	C2	62.0	H		2	M	6	14.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	 	X	13.0	9.0	1
IL	U1	60.0	H		5	F		0.0															 	X	11.0	6.0	0
TX	R2	72.0	U		2	F	5	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	18.0	26.0	0
KS	C2		U		2	M		0.0															 	 	10.0	2.0	0
MS	T3	74.0	U		3	F		0.0															 	X	10.0	17.0	1
AL	R2		U		1	F	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	9.0	1.0	0
MI	C3	55.0	H	1.0	2	F	5	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	 	 	10.0	2.0	0
WA	T2		H		6	M	5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	21.0	1
NC	T2		U		4	M	6	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	7.0	13.0	1
TX	 		 			M		0.0															 	X	14.0	22.0	1
IL	S2	72.0	H		2	M	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	21.0	13.0	1
TX	T3	73.0	H	1.0	2	M	3	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	11.0	13.0	0
GA	 	96.0	 			F		0.0															 	 	29.0	12.0	0
CA	S2		 			F		0.0															 	X	23.0	25.0	0
MN	R2	44.0	H	1.0	5	F		0.0															 	X	13.0	10.0	0
IA	C3		H	2.0	2	M	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	5.0	0
CA	R2	39.0	U		2	F	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	18.0	1
CA	U4	63.0	H		4	F	3	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	4.0	0
AL	T2		U		1	F		0.0															 	X	12.0	26.0	1
FL	S2	49.0	H		4	M	5	8.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	 	 	14.0	9.0	0
TX	S1	38.0	H		5	F		0.0															 	 	11.0	1.0	0
NE	 	78.0	H		5	M	6	15.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	 	 	23.0	4.0	0
MI	S1		 			M		0.0															 	X	13.0	15.0	1
CA	U3	38.0	H	1.0	4	M	1	0.0															 	 	11.0	1.0	0
CA	U2		U		2	F	5	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	28.0	20.0	0
CA	R3	48.0	H		3	F		0.0															 	X	9.0	25.0	0
MI	R3	42.0	H	1.0	3	F		0.0															 	X	13.0	28.0	0
TX	R2	67.0	 			M		0.0															 	X	12.0	11.0	0
WA	R2	40.0	H	1.0	6	M		0.0															 	 	9.0	2.0	0
IL	C1	39.0	H	1.0	7	M	6	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	8.0	0
LA	T1	38.0	H	2.0	5	F	9	0.0															 	X	13.0	14.0	0
UT	R2	49.0	U		3	M		0.0															 	 	11.0	1.0	1
CA	C2	56.0	H		4	F	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	14.0	9.0	0
WI	U3	40.0	U		2	M	1	0.0															 	 	14.0	4.0	0
IL	C3	93.0	H		5	M	3	12.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	 	 	16.0	15.0	0
MI	S3	74.0	H		5	M	2	12.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	 	 	33.0	15.0	0
CA	C1	70.0	H	1.0	7	F		0.0															 	X	13.0	21.0	1
NC	R2	60.0	H		4	F	0	15.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	 	X	12.0	14.0	0
GA	R3		H		2	M		0.0															 	 	13.0	9.0	0
FL	C2		 			F		0.0															 	 	8.0	1.0	0
CA	S1		 			M		0.0															 	 	13.0	6.0	0
WI	R2	46.0	H		4	M	6	8.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	11.0	0
NV	S2	49.0	 			M		0.0															 	X	8.0	14.0	0
NC	 		U		3	M	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	 	10.0	2.0	0
AR	R2		U		2	F		0.0															 	 	10.0	2.0	0
TX	C1	50.0	H	1.0	7	M		0.0															 	 	12.0	4.0	0
IL	U3	83.0	U		1	M	2	18.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	 	X	14.0	17.0	0
NE	S1		 			F		0.0															 	 	23.0	5.0	0
GA	T2	43.0	 			M		0.0															 	 	13.0	8.0	0
MI	S3		U	2.0	1	F		0.0															 	 	12.0	4.0	0
GA	R2	42.0	U		2	M		0.0															 	X	3.0	6.0	0
MI	T2		 			M		0.0															 	X	38.0	30.0	1
TX	T2		U		3	F		0.0															 	 	11.0	4.0	0
FL	C2	43.0	H		4	F	4	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	 	X	8.0	4.0	0
TX	C2	69.0	H		5	M	7	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	14.0	16.0	0
NV	T1	57.0	 			 		0.0															 	 	11.0	1.0	0
WI	R2	48.0	U		2	F	1	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	10.0	0
MN	S1	42.0	U	1.0	3	F		0.0															 	X	12.0	19.0	1
FL	C2		 			M		0.0															 	 	14.0	5.0	0
SC	R2	52.0	H		6	M		0.0															 	 	8.0	10.0	1
WI	T2	28.0	H		5	F		0.0															 	 	11.0	1.0	0
MN	S1	40.0	H	2.0	2	F		0.0															 	 	13.0	2.0	0
MI	R2	64.0	U		6	F	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	2.0	0
WI	C2	55.0	U		4	F		0.0															 	 	11.0	9.0	0
MI	C3		 			F		0.0															 	X	9.0	9.0	0
MI	S1	45.0	 		7	M	9	20.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	 	X	21.0	10.0	0
CA	S2	68.0	H		4	F	6	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	12.0	6.0	0
MS	T3	51.0	H		7	M	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	1.0	0
IL	S2	54.0	H		5	M	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	3.0	1
